dataset,model,seed,epochs,patience,batch,hidden,lr,weight_decay,physics_lambda,smoothness_lambda,threshold,precision,recall,specificity,f1,balanced_accuracy,mcc,auroc,average_precision,brier,ece,tn,fp,fn,tp,n_train,n_validation,n_test,best_epoch,validation_mcc,training_seconds,inference_ms_per_sample,parameter_count,checkpoint_sha256,preprocessing
UCI,Smoothness-LSTM,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5049999999999999,0.5636363636363636,0.34065934065934067,0.7362637362637363,0.4246575342465753,0.5384615384615385,0.0837557891245889,0.5830213742301654,0.5483158642057183,0.24892374873161316,0.08010250460970533,67,24,60,31,832,182,182,7,0.2773500981126146,2.8563203910002812,0.019252934065322164,2642,ee68896ec7f3d6b87cbd0d58c0b1f7859ed36be4534d5378c5c1fb74adfcaaec,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,Smoothness-LSTM,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5049999999999999,0.6122448979591837,0.32967032967032966,0.7912087912087912,0.42857142857142855,0.5604395604395604,0.136260138068076,0.5975123777321579,0.669417098534543,0.2487432062625885,0.0757727338062538,72,19,61,30,832,182,182,3,0.19728305039201205,2.5368237090001458,0.01965078021944814,2642,d6a708f5e027cf95270d4035781b6f80da166ca984e8e3dd69720b7b9a4b9e29,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,Smoothness-LSTM,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.5064935064935064,0.42857142857142855,0.5824175824175825,0.4642857142857143,0.5054945054945055,0.011121413488021757,0.5569375679265789,0.5918119916243435,0.2483588010072708,0.025980748645551898,53,38,52,39,832,182,182,10,0.2997004492513102,3.9896784219999972,0.06156297252765889,2642,7b7f7560fca7fcc6fb8a889064c0584d2810a433e5ae670d417f1f4d349f3fc0,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,Smoothness-LSTM,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4749999999999999,0.5099337748344371,0.8461538461538461,0.18681318681318682,0.6363636363636364,0.5164835164835164,0.04384821657704933,0.6002898200700398,0.6398232708490621,0.24611899256706238,0.03908131623661127,17,74,14,77,832,182,182,18,0.23655309301829208,5.547968976999982,0.012429148352896515,2642,e3533961e934ae983e2b027337f897386bc33946ae369adbd13473df1f1d7a40,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,Smoothness-LSTM,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5934065934065934,0.5449916659070753,0.25201737880706787,0.08394471072888636,67,24,50,41,832,182,182,31,0.28967673658403115,7.002245294000204,0.014805505493363803,2642,b6f2414e50dff39367e9849ffd60222870243d70d83c55bdb1033e4270ef893e,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,Smoothness-LSTM,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.5984784446322908,0.5682754609412116,0.24955254793167114,0.028785109519958496,81,10,81,10,832,182,182,6,0.1846372364689991,2.1489779479998106,0.013151384614452631,2642,16446f1be0c02d8eccc4e7388f7f9fb88bcb8e820bbe2bc1997e1cd91309a321,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,Smoothness-LSTM,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.575,1.0,0.054945054945054944,1.0,0.10416666666666667,0.5274725274725275,0.16807316136320358,0.5627339693273758,0.589598905955691,0.25034815073013306,0.03990614414215088,91,0,86,5,832,182,182,1,0.21442250696755896,1.3179147750001903,0.012410653845598483,2642,4f338c35afcd80943f0d1722d3cb894ee386e5286179b2c67821dfb9ebbdb48a,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,Smoothness-LSTM,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5049999999999999,0.6190476190476191,0.42857142857142855,0.7362637362637363,0.5064935064935064,0.5824175824175825,0.17323973216880925,0.5857988165680472,0.65628462002182,0.24693159759044647,0.03508595647392691,67,24,52,39,832,182,182,13,0.36115755925730764,3.391487169999891,0.017090560439620667,2642,73fe673bf23f2aacda73383ac984888192db8b2cc3edcc1e89d65552c8846f18,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,PI-DLNN-Shuffled,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.6379310344827587,0.4065934065934066,0.7692307692307693,0.4966442953020134,0.5879120879120879,0.18866665225463128,0.6249245260234271,0.6436273300962184,0.2464270144701004,0.024449988380893253,70,21,54,37,832,182,182,16,0.2684624220856097,4.076991448000172,0.039016186812140016,3267,8df29c1e4231387440660595efc6ea203e5d0065b4d6b6725750b1d2c593c537,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,PI-DLNN-Shuffled,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.7291666666666666,0.38461538461538464,0.8571428571428571,0.5035971223021583,0.6208791208791209,0.27431506742959905,0.6001690617075233,0.6878616727136388,0.24071842432022095,0.06730832568891758,78,13,56,35,832,182,182,35,0.39904344223381105,6.937726952999583,0.017824730768332523,3267,32c9b951b699723a36d3cef6c948a0b891a701b8c11f2b57fb296dc0bb7ee9f7,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
UCI,PI-DLNN-Shuffled,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5349999999999999,0.5555555555555556,0.32967032967032966,0.7362637362637363,0.41379310344827586,0.532967032967033,0.07216878364870322,0.5832628909551986,0.5486177140362967,0.25009897351264954,0.033445000648498535,67,24,61,30,832,182,182,7,0.25362863675089403,3.180956748999961,0.013486340659145864,3267,2f5f186359699adb41f5052309297dc32d7dc6d929ed15e93e66c22a181f0d35,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,PI-DLNN-Shuffled,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5399999999999999,0.9565217391304348,0.24175824175824176,0.989010989010989,0.38596491228070173,0.6153846153846154,0.34726164209741095,0.6037918125830214,0.678556846512447,0.2512013614177704,0.03850477933883667,90,1,69,22,832,182,182,6,0.18576071235199634,2.299480596000194,0.012993895604897542,3267,9415225a41eb700f7911229ba2fac0fcbf7eae48f74dd58c4b6114482c6d7e2d,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,PI-DLNN-Shuffled,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4799999999999999,0.5476190476190477,0.5054945054945055,0.5824175824175825,0.5257142857142857,0.543956043956044,0.08817334283548109,0.5626132109648593,0.5946120880710458,0.25863638520240784,0.10284847807098221,53,38,45,46,832,182,182,36,0.34141531479696996,6.400120854999841,0.017553945054305086,3267,8da8729e74b6cd6d052a362265db946303bbcc73a18da3ed2066b86333975eb0,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,PI-DLNN-Shuffled,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4749999999999999,0.5202702702702703,0.8461538461538461,0.21978021978021978,0.6443514644351465,0.532967032967033,0.08458258116519014,0.5978746528197078,0.6340881800376467,0.24638257920742035,0.039565626409027624,20,71,14,77,832,182,182,14,0.23280223035107195,4.283206439999958,0.013408582417668895,3267,c93f2af911b2e71068e18686040b740220b2bfbb070826fc8b45068dc1e0ea40,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,PI-DLNN-Shuffled,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.48499999999999993,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5959425190194421,0.5484536461033813,0.26434972882270813,0.10082530549594335,67,24,50,41,832,182,182,39,0.2790727860929738,6.672043314999883,0.01161049450664515,3267,7db9f3bc1ce83a23a749fadbe424fa9a72f21119a7291e4373392bc5c221a3fe,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,PI-DLNN-Shuffled,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.5960632773819586,0.5654946405570669,0.24809864163398743,0.02558273797506816,81,10,81,10,832,182,182,9,0.2,3.007423287000165,0.020543719778948137,3267,fe4d60228f86e31acdbce3113023b70077e534889f120a6b67d66cdd5bff1e83,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,PI-DLNN-Shuffled,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,0.52,0.14285714285714285,0.8681318681318682,0.22413793103448276,0.5054945054945055,0.015961737689352443,0.5637000362275087,0.5912023245904099,0.2496790885925293,0.0233461856842041,79,12,78,13,832,182,182,3,0.17740004829626463,2.2117848769999,0.02695264835323202,3267,f482c6e3ce97bcc07d8f69f0a9a1c1d90be3fe6d9fe96272afc193d390654bda,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,PI-DLNN-Shuffled,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.5584415584415584,0.4725274725274725,0.6263736263736264,0.5119047619047619,0.5494505494505495,0.10009272139219581,0.5874894336432799,0.6595353743319498,0.24737808108329773,0.025736577563233425,57,34,48,43,832,182,182,16,0.36115755925730764,4.5941002750000735,0.020950049452289683,3267,5c90d2b0460bc507e8282d91f832cc4d0fa2329303f20cf502cba5ceb67b4664,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
