model,seed,attack,mcc,auroc,attack_recall
PI-DLNN,149,daily_flattening,0.05714323040967433,0.43887362637362637,0.1875
PI-DLNN,149,noise,-0.15643009616387413,0.38766788766788773,0.0
PI-DLNN,149,partial_zeroing,0.045024366576723145,0.8011988011988012,0.18181818181818182
PI-DLNN,149,peak_clipping,0.028668672600101166,0.6512434933487564,0.15789473684210525
PI-DLNN,149,reversal,0.021295885499998,0.4894336432797971,0.15384615384615385
PI-DLNN,149,scaled_reduction,0.08006407690254357,0.6962323390894819,0.21428571428571427
PI-DLNN,173,daily_flattening,-0.0167859915566148,0.35925612848689775,0.23076923076923078
PI-DLNN,173,noise,-0.08770580193070293,0.44740973312401877,0.14285714285714285
PI-DLNN,173,partial_zeroing,0.39918291822690144,0.8772893772893773,0.8333333333333334
PI-DLNN,173,peak_clipping,0.24471520910998584,0.6208791208791209,0.5555555555555556
PI-DLNN,173,reversal,-0.08770580193070293,0.4364207221350078,0.14285714285714285
PI-DLNN,173,scaled_reduction,0.28723712157192255,0.7291208791208792,0.6
